Well,OD,BioRep,Col,Dose
A1,0.8495,A,1,0.0
B1,0.817600012,B,1,0.0
C1,1.278800011,C,1,0.0
D1,1.173499942,D,1,0.0
E1,1.126399994,E,1,0.0
F1,1.067299962,F,1,0.0
G1,0.693400025,G,1,0.0
H1,0.195099995,H,1,0.0
A2,1.0079,A,2,0.0
B2,0.844200015,B,2,0.0
C2,0.963500023,C,2,0.0
D2,1.129500031,D,2,0.0
E2,0.768299997,E,2,0.0
F2,1.112100005,F,2,0.0
G2,0.695599973,G,2,0.0
H2,0.214499995,H,2,0.0
A3,1.115100026,A,3,0.0
B3,0.767799973,B,3,0.0
C3,1.02639997,C,3,0.0
D3,1.208299994,D,3,0.0
E3,1.058200002,E,3,0.0
F3,1.038400054,F,3,0.0
G3,1.080800056,G,3,0.0
H3,0.216499999,H,3,0.0
A4,0.924099982,A,4,10000.0
B4,0.799799979,B,4,10000.0
C4,1.044499993,C,4,10000.0
D4,1.006299973,D,4,10000.0
E4,0.860099971,E,4,10000.0
F4,1.069399953,F,4,10000.0
G4,1.09070003,G,4,10000.0
H4,0.219899997,H,4,10000.0
A5,1.000800014,A,5,10000.0
B5,0.788699985,B,5,10000.0
C5,1.065700054,C,5,10000.0
D5,1.052099943,D,5,10000.0
E5,0.8204,E,5,10000.0
F5,1.127500057,F,5,10000.0
G5,1.020300031,G,5,10000.0
H5,0.222800002,H,5,10000.0
A6,1.097100019,A,6,10000.0
B6,0.728799999,B,6,10000.0
C6,1.077499986,C,6,10000.0
D6,1.044399977,D,6,10000.0
E6,1.107200027,E,6,10000.0
F6,0.832899988,F,6,10000.0
G6,0.698800027,G,6,10000.0
H6,0.217999995,H,6,10000.0
A7,0.961000025,A,7,1000000.0
B7,0.760200024,B,7,1000000.0
C7,1.048200011,C,7,1000000.0
D7,0.943899989,D,7,1000000.0
E7,0.839299977,E,7,1000000.0
F7,1.042199969,F,7,1000000.0
G7,0.833100021,G,7,1000000.0
H7,0.224900007,H,7,1000000.0
A8,1.044100046,A,8,1000000.0
B8,0.814400017,B,8,1000000.0
C8,0.809000015,C,8,1000000.0
D8,1.028300047,D,8,1000000.0
E8,0.839100003,E,8,1000000.0
F8,1.152899981,F,8,1000000.0
G8,0.863499999,G,8,1000000.0
H8,0.218600005,H,8,1000000.0
A9,1.088199973,A,9,1000000.0
B9,0.794399977,B,9,1000000.0
C9,1.055799961,C,9,1000000.0
D9,1.0273,D,9,1000000.0
E9,0.963100016,E,9,1000000.0
F9,1.084200025,F,9,1000000.0
G9,0.826799989,G,9,1000000.0
H9,0.231700003,H,9,1000000.0
A10,0.950600028,A,10,100000000.0
B10,0.6602,B,10,100000000.0
C10,0.842199981,C,10,100000000.0
D10,1.145300031,D,10,100000000.0
E10,0.926299989,E,10,100000000.0
F10,0.894299984,F,10,100000000.0
G10,1.147500038,G,10,100000000.0
H10,0.2509,H,10,100000000.0
A11,0.971499979,A,11,100000000.0
B11,0.638100028,B,11,100000000.0
C11,1.176800013,C,11,100000000.0
D11,0.97420001,D,11,100000000.0
E11,0.961000025,E,11,100000000.0
F11,0.697700024,F,11,100000000.0
G11,1.099900007,G,11,100000000.0
H11,0.242500007,H,11,100000000.0
A12,0.865400016,A,12,100000000.0
B12,0.730499983,B,12,100000000.0
C12,0.925599992,C,12,100000000.0
D12,1.122599959,D,12,100000000.0
E12,0.995100021,E,12,100000000.0
F12,1.096300006,F,12,100000000.0
G12,1.017199993,G,12,100000000.0
H12,0.211999997,H,12,100000000.0
