Well,OD,BioRep,Col,Dose
A1,0.505100012,A,1,0.0
B1,0.449600011,B,1,0.0
C1,0.310299993,C,1,0.0
D1,0.379099995,D,1,0.0
E1,0.3926,E,1,0.0
F1,0.337199986,F,1,0.0
G1,0.458700001,G,1,0.0
H1,0.202900007,H,1,0.0
A2,0.493200004,A,2,0.0
B2,0.31310001,B,2,0.0
C2,0.301200002,C,2,0.0
D2,0.417199999,D,2,0.0
E2,0.411900014,E,2,0.0
F2,0.300300002,F,2,0.0
G2,0.337399989,G,2,0.0
H2,0.229599997,H,2,0.0
A3,0.45480001,A,3,0.0
B3,0.302700013,B,3,0.0
C3,0.448000014,C,3,0.0
D3,0.482600003,D,3,0.0
E3,0.493099988,E,3,0.0
F3,0.380199999,F,3,0.0
G3,0.373100013,G,3,0.0
H3,0.236900002,H,3,0.0
A4,0.46450001,A,4,10000.0
B4,0.329400003,B,4,10000.0
C4,0.439900011,C,4,10000.0
D4,0.460500002,D,4,10000.0
E4,0.507600009,E,4,10000.0
F4,0.417899996,F,4,10000.0
G4,0.4208,G,4,10000.0
H4,0.224399999,H,4,10000.0
A5,0.448500007,A,5,10000.0
B5,0.331900001,B,5,10000.0
C5,0.434399992,C,5,10000.0
D5,0.44690001,D,5,10000.0
E5,0.482300013,E,5,10000.0
F5,0.492900014,F,5,10000.0
G5,0.509599984,G,5,10000.0
H5,0.214100003,H,5,10000.0
A6,0.422699988,A,6,10000.0
B6,0.309500009,B,6,10000.0
C6,0.442299992,C,6,10000.0
D6,0.484100014,D,6,10000.0
E6,0.47240001,E,6,10000.0
F6,0.459800005,F,6,10000.0
G6,0.515699983,G,6,10000.0
H6,0.207399994,H,6,10000.0
A7,0.433699995,A,7,1000000.0
B7,0.292600006,B,7,1000000.0
C7,0.428000003,C,7,1000000.0
D7,0.485300004,D,7,1000000.0
E7,0.483900011,E,7,1000000.0
F7,0.438300014,F,7,1000000.0
G7,0.521399975,G,7,1000000.0
H7,0.195500001,H,7,1000000.0
A8,0.444400012,A,8,1000000.0
B8,0.278699994,B,8,1000000.0
C8,0.429199994,C,8,1000000.0
D8,0.470400006,D,8,1000000.0
E8,0.483099997,E,8,1000000.0
F8,0.465900004,F,8,1000000.0
G8,0.529900014,G,8,1000000.0
H8,0.195500001,H,8,1000000.0
A9,0.432999998,A,9,1000000.0
B9,0.280099988,B,9,1000000.0
C9,0.453799993,C,9,1000000.0
D9,0.451999992,D,9,1000000.0
E9,0.479900002,E,9,1000000.0
F9,0.523199975,F,9,1000000.0
G9,0.502600014,G,9,1000000.0
H9,0.181999996,H,9,1000000.0
A10,0.438499987,A,10,100000000.0
B10,0.332500011,B,10,100000000.0
C10,0.427700013,C,10,100000000.0
D10,0.4824,D,10,100000000.0
E10,0.470200002,E,10,100000000.0
F10,0.448500007,F,10,100000000.0
G10,0.457700014,G,10,100000000.0
H10,0.181400001,H,10,100000000.0
A11,0.481400013,A,11,100000000.0
B11,0.279399991,B,11,100000000.0
C11,0.3935,C,11,100000000.0
D11,0.484699994,D,11,100000000.0
E11,0.34740001,E,11,100000000.0
F11,0.348699987,F,11,100000000.0
G11,0.354400009,G,11,100000000.0
H11,0.202800006,H,11,100000000.0
A12,0.458499998,A,12,100000000.0
B12,0.372299999,B,12,100000000.0
C12,0.290199995,C,12,100000000.0
D12,0.360900015,D,12,100000000.0
E12,0.469199985,E,12,100000000.0
F12,0.403499991,F,12,100000000.0
G12,0.482899994,G,12,100000000.0
H12,0.176799998,H,12,100000000.0
