Well,OD,BioRep,Col,Dose
A1,0.412099987,A,1,0.0
B1,0.528199971,B,1,0.0
C1,0.470400006,C,1,0.0
D1,0.52640003,D,1,0.0
E1,0.431499988,E,1,0.0
F1,0.435400009,F,1,0.0
G1,0.426600009,G,1,0.0
H1,0.232700005,H,1,0.0
A2,0.427399993,A,2,0.0
B2,0.41139999,B,2,0.0
C2,0.384200007,C,2,0.0
D2,0.513400018,D,2,0.0
E2,0.427599996,E,2,0.0
F2,0.385500014,F,2,0.0
G2,0.405000001,G,2,0.0
H2,0.244599998,H,2,0.0
A3,0.422399998,A,3,0.0
B3,0.420399994,B,3,0.0
C3,0.458299994,C,3,0.0
D3,0.502499998,D,3,0.0
E3,0.426699996,E,3,0.0
F3,0.404100001,F,3,0.0
G3,0.390799999,G,3,0.0
H3,0.228400007,H,3,0.0
A4,0.42719999,A,4,10000.0
B4,0.435499996,B,4,10000.0
C4,0.443800002,C,4,10000.0
D4,0.5176,D,4,10000.0
E4,0.425700009,E,4,10000.0
F4,0.403800011,F,4,10000.0
G4,0.409399986,G,4,10000.0
H4,0.231099993,H,4,10000.0
A5,0.443899989,A,5,10000.0
B5,0.433699995,B,5,10000.0
C5,0.374000013,C,5,10000.0
D5,0.522099972,D,5,10000.0
E5,0.425700009,E,5,10000.0
F5,0.3759,F,5,10000.0
G5,0.421299994,G,5,10000.0
H5,0.239700004,H,5,10000.0
A6,0.440499991,A,6,10000.0
B6,0.480500013,B,6,10000.0
C6,0.442200005,C,6,10000.0
D6,0.485399991,D,6,10000.0
E6,0.439599991,E,6,10000.0
F6,0.358399987,F,6,10000.0
G6,0.390899986,G,6,10000.0
H6,0.239800006,H,6,10000.0
A7,0.472000003,A,7,1000000.0
B7,0.464599997,B,7,1000000.0
C7,0.386900008,C,7,1000000.0
D7,0.504400015,D,7,1000000.0
E7,0.416599989,E,7,1000000.0
F7,0.402500004,F,7,1000000.0
G7,0.405200005,G,7,1000000.0
H7,0.253100008,H,7,1000000.0
A8,0.440100014,A,8,1000000.0
B8,0.3935,B,8,1000000.0
C8,0.393099993,C,8,1000000.0
D8,0.530200005,D,8,1000000.0
E8,0.470800012,E,8,1000000.0
F8,0.478799999,F,8,1000000.0
G8,0.408899993,G,8,1000000.0
H8,0.223299995,H,8,1000000.0
A9,0.435400009,A,9,1000000.0
B9,0.420700014,B,9,1000000.0
C9,0.397700012,C,9,1000000.0
D9,0.510399997,D,9,1000000.0
E9,0.386400014,E,9,1000000.0
F9,0.401899993,F,9,1000000.0
G9,0.359600008,G,9,1000000.0
H9,0.234500006,H,9,1000000.0
A10,0.409399986,A,10,100000000.0
B10,0.418300003,B,10,100000000.0
C10,0.39199999,C,10,100000000.0
D10,0.5097,D,10,100000000.0
E10,0.476000011,E,10,100000000.0
F10,0.409000009,F,10,100000000.0
G10,0.443199992,G,10,100000000.0
H10,0.205599993,H,10,100000000.0
A11,0.405900002,A,11,100000000.0
B11,0.373800009,B,11,100000000.0
C11,0.375099987,C,11,100000000.0
D11,0.501600027,D,11,100000000.0
E11,0.457800001,E,11,100000000.0
F11,0.42899999,F,11,100000000.0
G11,0.426699996,G,11,100000000.0
H11,0.171599999,H,11,100000000.0
A12,0.405200005,A,12,100000000.0
B12,0.470600009,B,12,100000000.0
C12,0.404199988,C,12,100000000.0
D12,0.525900006,D,12,100000000.0
E12,0.481700003,E,12,100000000.0
F12,0.470400006,F,12,100000000.0
G12,0.510200024,G,12,100000000.0
H12,0.212500006,H,12,100000000.0
