Well,OD,BioRep,Col,Dose
A1,0.796400011,A,1,0.0
B1,1.163499951,B,1,0.0
C1,1.198099971,C,1,0.0
D1,0.798600018,D,1,0.0
E1,1.268300056,E,1,0.0
F1,1.186800003,F,1,0.0
G1,0.829699993,G,1,0.0
H1,0.103399999,H,1,0.0
A2,0.787899971,A,2,0.0
B2,1.02670002,B,2,0.0
C2,0.957599998,C,2,0.0
D2,0.727500021,D,2,0.0
E2,1.121500015,E,2,0.0
F2,1.097200036,F,2,0.0
G2,0.81400001,G,2,0.0
H2,0.126599997,H,2,0.0
A3,0.796899974,A,3,0.0
B3,1.056599975,B,3,0.0
C3,1.234699965,C,3,0.0
D3,0.95480001,D,3,0.0
E3,1.208299994,E,3,0.0
F3,1.264199972,F,3,0.0
G3,0.820900023,G,3,0.0
H3,0.138500005,H,3,0.0
A4,0.802600026,A,4,10000.0
B4,0.934199989,B,4,10000.0
C4,1.04489994,C,4,10000.0
D4,0.918600023,D,4,10000.0
E4,1.128700018,E,4,10000.0
F4,1.196799994,F,4,10000.0
G4,0.797699988,G,4,10000.0
H4,0.140499994,H,4,10000.0
A5,0.81190002,A,5,10000.0
B5,0.879100025,B,5,10000.0
C5,1.123999953,C,5,10000.0
D5,0.920700014,D,5,10000.0
E5,1.165199995,E,5,10000.0
F5,1.121000051,F,5,10000.0
G5,0.784799993,G,5,10000.0
H5,0.144199997,H,5,10000.0
A6,0.831700027,A,6,10000.0
B6,0.885399997,B,6,10000.0
C6,1.192000031,C,6,10000.0
D6,0.931100011,D,6,10000.0
E6,1.166800022,E,6,10000.0
F6,1.105599999,F,6,10000.0
G6,0.780399978,G,6,10000.0
H6,0.148900002,H,6,10000.0
A7,0.82160002,A,7,1000000.0
B7,1.085100055,B,7,1000000.0
C7,1.036000013,C,7,1000000.0
D7,0.899299979,D,7,1000000.0
E7,1.147899985,E,7,1000000.0
F7,1.205500007,F,7,1000000.0
G7,0.763400018,G,7,1000000.0
H7,0.151899993,H,7,1000000.0
A8,0.830600023,A,8,1000000.0
B8,1.082000017,B,8,1000000.0
C8,1.021700025,C,8,1000000.0
D8,0.908100009,D,8,1000000.0
E8,1.130499959,E,8,1000000.0
F8,1.093199968,F,8,1000000.0
G8,0.852299988,G,8,1000000.0
H8,0.138400003,H,8,1000000.0
A9,0.766300023,A,9,1000000.0
B9,0.871900022,B,9,1000000.0
C9,1.021499991,C,9,1000000.0
D9,0.778100014,D,9,1000000.0
E9,1.129199982,E,9,1000000.0
F9,1.077000022,F,9,1000000.0
G9,0.779799998,G,9,1000000.0
H9,0.133399993,H,9,1000000.0
A10,0.759299994,A,10,100000000.0
B10,0.964100003,B,10,100000000.0
C10,0.887799978,C,10,100000000.0
D10,0.752499998,D,10,100000000.0
E10,0.988900006,E,10,100000000.0
F10,0.953000009,F,10,100000000.0
G10,0.831799984,G,10,100000000.0
H10,0.138699993,H,10,100000000.0
A11,0.796500027,A,11,100000000.0
B11,0.898199975,B,11,100000000.0
C11,0.867999971,C,11,100000000.0
D11,0.728200018,D,11,100000000.0
E11,1.015799999,E,11,100000000.0
F11,0.944000006,F,11,100000000.0
G11,0.815400004,G,11,100000000.0
H11,0.126800001,H,11,100000000.0
A12,0.766499996,A,12,100000000.0
B12,1.004099965,B,12,100000000.0
C12,0.95660001,C,12,100000000.0
D12,0.814599991,D,12,100000000.0
E12,1.11559999,E,12,100000000.0
F12,1.05369997,F,12,100000000.0
G12,0.925599992,G,12,100000000.0
H12,0.114600003,H,12,100000000.0
