Well,OD,BioRep,Col,Dose
A1,0.342299998,A,1,0.0
B1,0.33160001,B,1,0.0
C1,0.333600014,C,1,0.0
D1,0.290100008,D,1,0.0
E1,0.288300008,E,1,0.0
F1,0.344000012,F,1,0.0
G1,0.330900013,G,1,0.0
H1,0.097199999,H,1,0.0
A2,0.297399998,A,2,0.0
B2,0.296499997,B,2,0.0
C2,0.293900013,C,2,0.0
D2,0.281800002,D,2,0.0
E2,0.269899994,E,2,0.0
F2,0.293199986,F,2,0.0
G2,0.307099998,G,2,0.0
H2,0.107299998,H,2,0.0
A3,0.360599995,A,3,0.0
B3,0.294499993,B,3,0.0
C3,0.288500011,C,3,0.0
D3,0.280800015,D,3,0.0
E3,0.283399999,E,3,0.0
F3,0.301099986,F,3,0.0
G3,0.292800009,G,3,0.0
H3,0.120200001,H,3,0.0
A4,0.299299985,A,4,10000.0
B4,0.299100012,B,4,10000.0
C4,0.309399992,C,4,10000.0
D4,0.272300005,D,4,10000.0
E4,0.280400008,E,4,10000.0
F4,0.29519999,F,4,10000.0
G4,0.311300009,G,4,10000.0
H4,0.109200001,H,4,10000.0
A5,0.30430001,A,5,10000.0
B5,0.313899994,B,5,10000.0
C5,0.323500007,C,5,10000.0
D5,0.269600004,D,5,10000.0
E5,0.278100014,E,5,10000.0
F5,0.298000008,F,5,10000.0
G5,0.308099985,G,5,10000.0
H5,0.109899998,H,5,10000.0
A6,0.315400004,A,6,10000.0
B6,0.329100013,B,6,10000.0
C6,0.339700013,C,6,10000.0
D6,0.269800007,D,6,10000.0
E6,0.285600007,E,6,10000.0
F6,0.309100002,F,6,10000.0
G6,0.32069999,G,6,10000.0
H6,0.112000003,H,6,10000.0
A7,0.358700007,A,7,1000000.0
B7,0.308600008,B,7,1000000.0
C7,0.318399996,C,7,1000000.0
D7,0.273799986,D,7,1000000.0
E7,0.281599998,E,7,1000000.0
F7,0.302599996,F,7,1000000.0
G7,0.325300008,G,7,1000000.0
H7,0.110799998,H,7,1000000.0
A8,0.319900006,A,8,1000000.0
B8,0.297800004,B,8,1000000.0
C8,0.299299985,C,8,1000000.0
D8,0.267100006,D,8,1000000.0
E8,0.280900002,E,8,1000000.0
F8,0.342299998,F,8,1000000.0
G8,0.319599986,G,8,1000000.0
H8,0.1149,H,8,1000000.0
A9,0.304199994,A,9,1000000.0
B9,0.319700003,B,9,1000000.0
C9,0.335799992,C,9,1000000.0
D9,0.273299992,D,9,1000000.0
E9,0.285899997,E,9,1000000.0
F9,0.31279999,F,9,1000000.0
G9,0.345200002,G,9,1000000.0
H9,0.114200003,H,9,1000000.0
A10,0.309899986,A,10,100000000.0
B10,0.310400009,B,10,100000000.0
C10,0.323700011,C,10,100000000.0
D10,0.273999989,D,10,100000000.0
E10,0.278699994,E,10,100000000.0
F10,0.310000002,F,10,100000000.0
G10,0.31189999,G,10,100000000.0
H10,0.118699998,H,10,100000000.0
A11,0.299299985,A,11,100000000.0
B11,0.303799987,B,11,100000000.0
C11,0.306600004,C,11,100000000.0
D11,0.266299993,D,11,100000000.0
E11,0.288599998,E,11,100000000.0
F11,0.308200002,F,11,100000000.0
G11,0.284500003,G,11,100000000.0
H11,0.098099999,H,11,100000000.0
A12,0.295700014,A,12,100000000.0
B12,0.291799992,B,12,100000000.0
C12,0.287800014,C,12,100000000.0
D12,0.2491,D,12,100000000.0
E12,0.261200011,E,12,100000000.0
F12,0.276199996,F,12,100000000.0
G12,0.281500012,G,12,100000000.0
H12,0.096699998,H,12,100000000.0
